#ref_rl	read_1	read_2	read_3	read_4	read_5	read_6	read_7	read_8	read_9	read_10	read_11	read_12	read_13	read_14	read_15	read_16	read_17	read_18	read_19	read_20	read_21	read_22	read_23	read_24	read_25	read_26	read_27	read_28	read_29	read_30	read_31	read_32	read_33	read_34	read_35	read_36	read_37	read_38	read_39	read_40	read_41	read_42	read_43	read_44	read_45	read_46	read_47	read_48	read_49	read_50	read_51	read_52	read_53	read_54	read_55	read_56	read_57	read_58	read_59	read_60	read_61	read_62	read_63	read_64	read_65	read_66	read_67	read_68	read_69	read_70	read_71	read_72	read_73	read_74	read_75	read_76	read_77	read_78	read_79	read_80	read_81	read_82	read_83	read_84	read_85	read_86	read_87	read_88	read_89	read_90	read_91	read_92	read_93	read_94	read_95	read_96	read_97	read_98	read_99	read_100+
11	78643	76863	74974	73936	71069	68631	64417	57195	52043	134488	5085655	95581	24966	12943	9372	7671	7134	4859	4081	2405	1914	1779	1876	1462	1306	1032	848	615	397	421	310	285	212	202	134	119	123	92	70	69	33	39	42	56	21	16	14	12	5	11	3	14	1	1	6	6	4	1	4	6	1	4	3	0	6	0	3	0	1	1	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	63484	61221	60250	58480	55130	53486	49757	44267	38357	42448	115765	3774492	99213	25749	12511	8956	7369	6943	4674	4005	2567	1948	1785	1605	1302	1039	939	719	507	361	299	178	271	195	167	106	214	82	74	86	33	55	17	23	12	12	16	13	30	17	4	1	5	4	3	4	1	2	1	0	0	0	0	0	0	0	0	2	5	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
13	59864	55914	55624	54183	50249	47097	43006	38249	33646	34627	39046	112762	3185452	112817	28474	12206	8393	6972	6715	4834	4091	2514	1843	1590	1593	1177	941	796	592	454	339	322	205	189	137	106	101	108	62	61	76	56	55	19	47	10	25	18	48	29	14	7	7	6	19	14	0	4	0	0	8	1	0	2	0	0	15	2	1	1	1	1	2	16	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0
14	56723	53192	51755	50779	46377	42678	37957	33257	29503	30744	31168	36111	108641	2689027	124940	31858	11861	7539	6766	6214	4807	4590	2778	1913	1570	1258	1003	785	618	609	338	244	201	193	122	86	140	69	78	55	74	47	35	29	14	17	7	4	7	16	14	3	1	3	13	5	2	5	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	53241	49777	48730	46799	42062	38364	33745	28552	25102	26639	27335	27637	32430	100801	2253855	131435	33468	10836	6521	5298	5171	4225	4638	2775	1424	1140	892	660	523	466	290	234	179	118	118	96	76	46	110	58	38	24	51	10	10	10	11	5	11	22	3	8	6	3	2	2	0	0	1	0	2	1	0	0	0	0	1	0	0	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	47646	44899	44181	42692	37694	34139	28831	23898	20270	21709	22462	22998	24015	28841	92468	1843243	129898	33474	10383	5685	4529	5157	3283	4132	2270	1107	1030	855	498	409	344	249	168	161	163	104	64	44	75	66	60	55	45	17	13	7	5	7	9	4	9	5	11	2	5	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	40317	37743	37584	36528	32107	28480	23557	19099	15866	16563	16984	17929	18895	19868	24165	79278	1423811	118247	28591	8683	4318	3543	3292	2569	3215	1751	828	884	587	357	214	280	215	174	92	94	96	57	66	28	31	45	40	23	24	14	10	6	13	13	3	7	4	8	3	0	0	2	0	1	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18	33538	31806	31677	30794	27588	24135	19297	15301	12677	13017	13027	13783	14739	15222	16537	20450	66371	1127866	105102	24738	7122	3507	2556	2736	2091	2801	1425	598	581	423	369	342	177	141	92	85	78	50	20	38	48	19	18	16	27	15	10	10	1	11	18	1	2	5	0	3	0	16	2	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	28992	27478	27678	26871	23987	21006	16638	12776	10091	10516	10589	10768	11417	12400	13330	14657	18244	58413	938474	94435	21500	6331	2895	2432	2405	1919	2266	1253	522	459	230	194	167	136	92	48	71	49	28	85	38	17	26	14	17	3	13	15	8	15	7	3	0	0	0	2	3	8	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	24886	23754	24233	24189	21372	18430	14664	11049	8394	8561	8467	8454	9011	9987	10863	12059	13171	16440	51813	792461	81852	19260	5502	2716	1907	1588	1027	1682	1029	406	382	257	160	105	69	59	28	48	86	51	32	41	20	23	27	7	14	19	14	3	7	3	3	2	1	4	2	5	1	2	1	5	3	3	6	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	22523	21170	21708	21902	19386	16914	13604	10039	7290	7191	7194	7024	7533	7960	9008	9969	10916	12122	14913	47086	695601	70977	17118	4686	1974	1440	1075	1000	1573	1059	319	443	228	225	102	61	32	94	45	21	23	27	9	20	21	22	5	3	15	16	2	3	9	1	23	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	20479	19599	20181	20399	18065	16124	12448	9113	6550	6540	6144	6175	6437	6672	7541	8375	9552	10649	11325	13880	43395	618545	60118	14223	4210	1698	1278	1132	854	1224	841	241	306	187	124	111	59	70	43	29	9	11	19	26	2	3	4	19	3	2	1	4	2	9	0	0	1	3	2	0	3	0	0	1	1	1	1	0	0	3	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0
23	18290	17486	18135	18568	16343	14513	11576	8015	5854	5803	5450	5271	5458	5671	6096	6910	7879	8764	9651	10219	12787	41367	536878	47768	11880	3537	1433	983	962	582	872	604	276	392	188	104	65	33	37	43	47	21	27	14	14	18	3	17	6	3	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	15481	14752	15362	15632	14005	12407	9841	7037	4855	4850	4379	4193	4250	4533	4897	5454	6226	7082	7836	8166	8689	11007	35477	438842	34873	8812	2649	1137	764	561	561	699	485	171	273	106	91	32	27	84	26	15	7	12	23	5	7	9	2	2	2	3	19	0	1	2	4	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	13056	12850	13109	13413	11959	10869	8380	6121	4062	4041	3642	3483	3418	3678	3901	4405	4947	5446	6196	6556	6834	7457	9789	32035	360055	24460	6245	2052	738	488	520	404	507	355	137	196	87	48	34	27	46	30	28	10	24	2	2	3	8	5	13	0	27	3	0	8	3	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	10
26	10373	9992	10393	10636	9477	8387	6704	4848	3271	3247	2798	2671	2742	2660	2893	3174	3539	4119	4442	4944	5381	5517	6106	7946	26242	273428	15939	4128	1386	523	406	360	237	283	194	128	160	52	77	15	26	20	13	7	15	5	27	11	1	0	2	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	8332	7676	8091	8264	7557	6663	5400	3849	2562	2427	2230	2027	2036	2108	2228	2380	2615	2995	3262	3538	3816	4026	4402	4956	6866	21674	208972	10189	2820	837	362	245	185	268	169	137	70	75	29	28	38	11	7	30	6	3	36	20	5	1	2	2	2	12	8	0	3	0	1	2	1	0	0	1	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	6984	6425	6851	6838	6102	5645	4500	3107	2154	2107	1865	1656	1607	1663	1759	1856	2037	2293	2550	2694	3000	3286	3510	3827	4054	5726	17582	168558	6473	1873	620	271	168	150	127	134	87	66	42	46	20	10	6	9	15	15	16	4	7	2	0	1	1	1	0	0	4	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	5610	5126	5311	5475	5081	4344	3474	2497	1729	1658	1464	1297	1329	1261	1333	1459	1599	1772	1971	2108	2245	2452	2635	2841	3121	3205	4581	13892	130745	4259	1267	385	194	140	144	122	69	41	35	41	15	6	24	36	1	3	2	4	25	1	1	0	2	1	2	2	1	12	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	4010	3706	3834	3953	3679	3237	2527	1804	1248	1184	1097	945	950	923	962	1022	1048	1209	1277	1395	1554	1644	1780	1888	2267	2285	2453	3652	10148	93533	2464	818	264	142	86	42	46	46	28	6	56	9	24	3	2	6	2	3	2	2	1	0	0	1	1	0	3	5	1	0	1	0	0	1	0	0	2	1	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	2991	2632	2751	2756	2435	2331	1824	1323	879	856	704	660	663	627	649	634	678	800	863	911	988	991	1144	1328	1404	1578	1559	1750	2699	7430	63340	1369	452	165	90	62	33	16	20	30	40	17	10	3	0	0	1	1	0	5	0	0	0	1	0	0	0	1	0	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	1976	1726	1821	1741	1633	1554	1252	858	630	546	517	441	422	417	411	463	485	520	556	593	687	745	739	828	879	998	1045	1113	1183	1965	4868	42131	681	268	104	44	21	15	35	11	5	4	5	4	4	2	0	1	3	1	5	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	1718	1327	1474	1531	1364	1232	963	700	463	459	403	341	306	319	306	357	352	383	420	450	453	516	539	604	625	679	732	875	906	876	1613	3674	31678	485	173	48	20	17	12	29	4	6	7	11	2	9	0	12	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	1100	910	985	972	889	831	601	497	329	325	279	215	197	240	190	191	256	234	276	266	292	305	364	407	556	647	556	538	578	551	630	1138	2486	20766	242	125	26	23	13	4	3	5	2	15	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	1130	905	942	944	854	796	565	457	316	320	256	238	217	194	220	204	175	218	248	269	258	312	312	331	395	453	481	494	509	603	601	649	1139	2276	20305	227	106	25	13	11	5	3	2	3	1	3	2	0	0	10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	1005	757	838	766	731	697	543	407	254	280	244	223	197	191	173	191	182	197	200	216	213	245	271	283	324	334	389	409	406	412	516	558	531	922	1944	17320	135	61	10	10	9	6	2	2	6	4	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	962	831	844	841	714	671	587	437	268	266	227	212	200	177	165	174	194	214	207	261	232	253	267	297	325	346	358	384	426	445	479	499	533	604	878	1943	17804	119	65	9	10	1	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	843	782	807	827	776	734	489	407	288	292	242	211	228	207	186	195	183	204	224	232	216	278	265	296	301	311	386	357	400	394	428	457	501	542	592	825	1895	17234	109	31	19	3	9	10	1	1	1	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	769	683	685	715	671	637	512	365	235	246	201	214	168	173	158	144	169	172	166	196	184	199	208	245	245	312	280	284	339	352	372	386	408	442	462	525	817	1735	14744	119	16	7	9	5	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	685	646	627	644	600	576	410	321	239	191	197	177	143	144	139	144	139	151	138	153	168	174	199	202	214	216	252	249	263	292	303	294	363	377	363	403	470	727	1458	12480	66	15	8	4	2	16	1	2	16	2	1	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	501	479	527	504	495	423	362	264	177	158	155	138	144	118	123	92	143	132	135	120	143	180	165	154	172	181	201	202	219	214	241	260	266	274	300	335	324	423	560	1196	9990	32	14	6	9	13	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	371	358	375	356	317	316	265	173	130	137	140	125	98	101	91	84	90	80	110	76	102	106	109	105	127	126	136	141	145	175	138	173	175	201	216	234	240	249	277	416	791	6849	36	8	9	4	2	6	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	229	261	243	261	250	204	143	131	86	80	66	74	76	72	65	45	69	51	48	63	64	65	80	85	78	104	86	124	102	111	87	120	129	140	141	127	151	139	166	175	263	525	4778	18	1	11	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	178	193	197	177	181	159	161	102	90	63	71	51	56	36	47	43	44	49	45	49	49	40	43	46	61	78	55	59	77	95	80	74	75	93	95	102	110	109	118	136	140	198	366	3774	7	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	145	145	172	191	179	135	120	92	58	59	62	54	47	33	33	47	56	57	53	36	39	53	52	34	33	53	56	75	73	62	71	69	69	95	77	83	86	100	94	138	94	99	201	332	3227	7	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	174	175	157	198	142	142	113	82	55	66	48	54	42	43	42	42	39	49	51	45	37	38	41	51	48	46	44	67	52	62	75	69	74	78	72	82	96	101	96	96	109	101	113	174	275	3084	19	2	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	224	151	166	176	156	142	132	92	62	63	62	47	55	42	56	31	45	44	47	36	51	48	60	56	55	65	53	62	73	64	76	74	74	81	74	78	76	99	89	101	108	95	99	131	171	345	3116	13	2	3	1	0	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	128	136	137	119	117	120	99	78	52	46	46	37	38	34	40	35	33	38	39	35	47	30	29	48	42	41	38	42	49	37	42	39	48	51	56	77	60	59	59	52	72	58	78	76	108	144	236	2289	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	138	120	115	107	133	116	85	71	40	32	33	28	33	40	26	32	25	31	33	31	31	36	37	34	37	40	49	39	36	41	49	45	44	44	56	48	44	49	47	58	60	60	64	79	82	81	130	210	2179	10	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	84	73	88	75	81	79	81	61	28	27	36	31	19	27	33	25	25	14	21	15	20	15	29	30	27	23	28	39	38	33	36	31	30	38	48	47	43	39	49	53	48	51	47	49	51	64	83	84	134	1528	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	120	112	96	104	110	64	62	67	27	38	27	36	33	25	22	23	35	34	28	27	29	38	35	34	34	27	41	42	35	36	37	29	35	42	42	39	43	48	41	51	54	52	45	63	45	59	64	71	96	166	1703	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	53	56	61	72	61	49	46	36	30	31	19	27	21	19	17	18	19	15	13	28	16	20	30	22	20	25	14	17	22	27	16	33	24	24	22	25	42	33	22	18	33	37	33	31	41	28	49	53	46	73	98	1108	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	35	38	50	44	48	38	32	20	17	22	16	15	15	7	12	24	13	5	18	17	11	8	12	14	16	9	14	16	10	12	17	15	12	17	16	18	19	24	12	21	22	23	23	18	18	22	18	28	31	60	62	69	687	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
